x1,x2,x3,x4,x5,y
10.23,239.0,21.0,4.05,60.0,0.0
12.91,197.0,10.0,4.53,16.0,0.0
3.87,243.0,28.0,4.22,49.0,1.0
3.3,81.0,13.0,4.64,52.0,0.0
11.84,226.0,109.0,5.11,36.0,0.0
11.77,177.0,35.0,4.81,34.0,0.0
9.03,205.0,25.0,4.96,3.0,0.0
9.81,134.0,94.0,4.72,31.0,0.0
3.99,238.0,29.0,4.49,16.0,1.0
11.98,54.0,85.0,4.51,19.0,1.0
3.47,103.0,17.0,4.77,7.0,0.0
5.55,49.0,30.0,4.42,9.0,0.0
12.66,232.0,34.0,4.82,53.0,0.0
11.97,254.0,116.0,4.97,21.0,0.0
11.73,170.0,73.0,5.07,14.0,0.0
8.06,190.0,33.0,4.56,147.0,0.0
12.86,149.0,84.0,4.99,37.0,1.0
1.11,50.0,10.0,4.53,7.0,0.0
12.0,37.0,66.0,4.44,60.0,1.0
12.2,181.0,114.0,5.04,21.0,0.0
1.68,127.0,17.0,3.99,2.0,0.0
3.73,63.0,22.0,4.82,22.0,0.0
5.36,229.0,40.0,4.43,6.0,1.0
12.74,224.0,16.0,4.6,16.0,0.0
11.59,213.0,14.0,4.77,10.0,0.0
12.24,191.0,31.0,4.37,18.0,0.0
5.69,76.0,45.0,4.56,85.0,0.0
12.75,41.0,61.0,4.71,60.0,1.0
12.43,178.0,38.0,4.88,30.0,0.0
9.0,225.0,70.0,4.7,5.0,0.0
2.61,90.0,10.0,3.94,73.0,0.0
6.81,60.0,28.0,4.03,95.0,0.0
8.16,70.0,55.0,4.89,55.0,1.0
7.47,97.0,41.0,4.91,4.0,0.0
10.69,173.0,17.0,4.0,14.0,0.0
7.75,213.0,60.0,4.58,6.0,0.0
9.92,108.0,15.0,3.46,22.0,0.0
4.77,210.0,31.0,4.4,54.0,1.0
11.23,199.0,100.0,5.28,2.0,0.0
12.27,143.0,24.0,3.93,41.0,0.0
10.99,232.0,82.0,4.73,11.0,0.0
9.12,194.0,18.0,4.72,3.0,0.0
4.04,248.0,15.0,4.13,26.0,1.0
3.89,32.0,29.0,3.88,21.0,0.0
6.51,57.0,47.0,4.98,101.0,1.0
6.49,25.0,29.0,4.87,12.0,0.0
9.05,171.0,62.0,4.88,5.0,0.0
3.78,38.0,29.0,4.14,55.0,0.0
12.17,167.0,121.0,5.05,55.0,0.0
1.94,222.0,11.0,3.85,15.0,1.0
8.27,85.0,77.0,4.87,21.0,0.0
11.5,249.0,14.0,4.85,66.0,0.0
12.19,215.0,11.0,4.41,43.0,0.0
5.44,251.0,15.0,4.2,64.0,1.0
7.67,151.0,23.0,4.45,13.0,0.0
5.42,64.0,20.0,4.77,64.0,0.0
9.31,134.0,86.0,5.1,11.0,0.0
10.07,137.0,13.0,4.63,14.0,0.0
1.46,43.0,12.0,4.22,10.0,0.0
4.43,192.0,33.0,4.71,17.0,1.0
8.71,137.0,58.0,4.9,122.0,0.0
12.59,231.0,37.0,4.3,94.0,0.0
12.17,215.0,49.0,4.55,45.0,0.0
8.52,114.0,22.0,4.75,24.0,0.0
1.41,213.0,14.0,4.25,16.0,1.0
1.94,78.0,18.0,4.16,8.0,0.0
12.6,137.0,68.0,5.13,34.0,1.0
5.63,61.0,35.0,4.21,108.0,0.0
1.22,107.0,10.0,4.57,169.0,0.0
12.88,241.0,40.0,4.55,39.0,0.0
11.26,175.0,55.0,4.89,10.0,1.0
5.17,68.0,20.0,4.37,16.0,0.0
9.49,147.0,67.0,5.06,33.0,0.0
6.75,251.0,11.0,4.39,13.0,1.0
10.45,195.0,14.0,4.08,27.0,0.0
9.5,127.0,49.0,4.41,17.0,0.0
7.28,51.0,52.0,4.98,13.0,1.0
9.94,241.0,37.0,4.64,58.0,0.0
1.36,48.0,13.0,3.93,18.0,0.0
5.78,30.0,35.0,3.82,83.0,0.0
3.49,78.0,21.0,4.79,35.0,0.0
8.58,114.0,22.0,4.63,12.0,0.0
10.05,37.0,56.0,4.49,78.0,1.0
12.87,109.0,26.0,4.1,14.0,1.0
1.22,119.0,11.0,4.78,2.0,0.0
7.73,190.0,14.0,4.44,27.0,0.0
2.57,56.0,10.0,4.45,28.0,0.0
8.72,132.0,13.0,4.3,11.0,0.0
11.66,212.0,59.0,4.71,11.0,0.0
1.49,164.0,14.0,4.65,27.0,1.0
7.07,205.0,44.0,5.02,21.0,1.0
12.14,218.0,93.0,4.9,35.0,0.0
12.63,239.0,62.0,5.08,288.0,0.0
1.63,24.0,11.0,3.42,4.0,0.0
9.54,137.0,62.0,4.41,18.0,0.0
9.8,135.0,37.0,4.54,13.0,0.0
10.44,244.0,34.0,5.01,27.0,0.0
10.44,222.0,26.0,4.85,65.0,0.0
2.4,45.0,12.0,2.82,4.0,0.0
4.39,206.0,41.0,4.96,13.0,1.0
9.51,212.0,10.0,4.48,50.0,0.0
1.9,115.0,13.0,4.38,29.0,0.0
6.28,42.0,11.0,3.19,44.0,1.0
7.13,259.0,48.0,4.79,5.0,1.0
3.02,222.0,26.0,4.1,10.0,1.0
6.81,77.0,56.0,5.03,48.0,0.0
4.62,40.0,16.0,4.76,24.0,0.0
5.91,63.0,30.0,4.19,6.0,0.0
12.67,159.0,53.0,4.39,23.0,0.0
6.39,216.0,43.0,4.69,5.0,1.0
10.49,58.0,75.0,4.59,110.0,0.0
8.5,78.0,54.0,4.94,13.0,1.0
11.19,125.0,84.0,5.17,31.0,0.0
11.86,245.0,85.0,5.27,12.0,0.0
9.12,24.0,70.0,4.52,17.0,1.0
8.7,32.0,24.0,3.69,12.0,1.0
2.16,21.0,15.0,4.7,26.0,0.0
10.22,208.0,67.0,4.87,179.0,0.0
12.21,154.0,87.0,5.0,13.0,0.0
9.44,182.0,31.0,4.72,70.0,0.0
8.58,90.0,29.0,4.82,64.0,0.0
4.41,79.0,12.0,3.96,39.0,0.0
12.05,182.0,17.0,4.18,11.0,0.0
12.75,186.0,86.0,4.86,9.0,0.0
2.44,145.0,19.0,4.69,6.0,1.0
9.13,187.0,28.0,4.91,155.0,0.0
8.83,255.0,51.0,4.86,34.0,0.0
1.76,55.0,11.0,3.91,16.0,0.0
9.08,100.0,30.0,3.69,1.0,0.0
7.14,104.0,38.0,4.96,33.0,1.0
5.96,80.0,57.0,4.75,16.0,0.0
9.72,32.0,90.0,4.96,35.0,1.0
9.15,169.0,87.0,5.3,14.0,0.0
1.1,82.0,10.0,4.71,4.0,0.0
9.93,108.0,22.0,4.64,14.0,0.0
10.44,231.0,46.0,5.02,28.0,0.0
1.02,24.0,10.0,4.25,23.0,0.0
8.6,142.0,18.0,4.56,98.0,0.0
9.56,95.0,15.0,4.78,35.0,0.0
12.47,253.0,116.0,5.45,7.0,0.0
5.33,57.0,22.0,4.78,34.0,0.0
1.07,27.0,10.0,4.02,3.0,0.0
2.05,21.0,20.0,3.13,17.0,0.0
4.27,20.0,35.0,4.65,36.0,0.0
4.26,92.0,31.0,4.54,78.0,0.0
11.23,137.0,35.0,4.56,111.0,0.0
12.22,141.0,66.0,5.07,7.0,0.0
3.87,96.0,23.0,4.69,81.0,0.0
4.49,55.0,23.0,4.39,30.0,0.0
1.29,245.0,11.0,3.86,16.0,1.0
8.36,84.0,41.0,5.0,35.0,0.0
11.31,244.0,68.0,4.66,7.0,0.0
5.08,40.0,14.0,4.64,24.0,0.0
10.99,203.0,24.0,4.18,45.0,0.0
5.28,189.0,22.0,4.69,46.0,1.0
2.94,172.0,27.0,4.44,1080.0,1.0
6.99,240.0,36.0,4.6,2.0,1.0
6.09,45.0,60.0,4.84,2.0,0.0
9.74,237.0,57.0,4.65,25.0,0.0
10.78,233.0,20.0,4.07,39.0,0.0
5.72,31.0,25.0,4.74,4.0,0.0
6.9,223.0,51.0,4.82,13.0,1.0
11.01,186.0,76.0,4.93,3.0,1.0
7.65,113.0,41.0,4.73,14.0,0.0
7.34,260.0,35.0,4.91,123.0,1.0
1.36,76.0,12.0,4.66,82.0,0.0
9.38,228.0,39.0,4.91,9.0,0.0
4.48,68.0,41.0,4.54,42.0,0.0
4.86,204.0,28.0,4.17,40.0,1.0
1.47,173.0,12.0,4.59,6.0,1.0
4.91,125.0,38.0,4.99,3.0,1.0
12.55,190.0,51.0,5.09,29.0,0.0
12.2,47.0,91.0,4.62,13.0,1.0
11.8,135.0,112.0,5.38,14.0,0.0
8.58,221.0,50.0,5.11,9.0,0.0
2.96,33.0,14.0,2.95,22.0,0.0
12.46,203.0,77.0,5.03,10.0,0.0
8.47,256.0,53.0,4.71,11.0,0.0
12.66,157.0,102.0,5.28,3.0,0.0
3.98,65.0,40.0,4.61,13.0,1.0
7.77,187.0,27.0,4.32,25.0,0.0
5.25,50.0,27.0,3.67,8.0,0.0
12.0,198.0,102.0,5.37,6.0,0.0
10.68,67.0,52.0,4.68,14.0,1.0
7.9,97.0,68.0,4.68,36.0,0.0
12.57,151.0,73.0,5.06,21.0,0.0
11.52,239.0,35.0,4.96,83.0,0.0
9.61,172.0,83.0,5.29,208.0,0.0
7.32,92.0,66.0,4.96,13.0,0.0
11.54,246.0,87.0,5.14,6.0,0.0
9.99,186.0,86.0,4.9,19.0,0.0
8.55,208.0,19.0,4.82,124.0,0.0
8.86,238.0,86.0,4.89,111.0,0.0
3.44,96.0,11.0,4.16,26.0,0.0
1.37,53.0,10.0,3.31,21.0,0.0
8.34,88.0,15.0,4.55,7.0,0.0
9.38,116.0,52.0,4.65,51.0,0.0
3.49,62.0,21.0,4.72,117.0,0.0
8.93,236.0,14.0,4.2,15.0,0.0
4.68,21.0,22.0,4.69,46.0,0.0
12.77,213.0,92.0,4.82,67.0,0.0
3.47,81.0,25.0,4.17,21.0,0.0
1.78,41.0,10.0,3.76,9.0,0.0
11.98,151.0,69.0,4.93,50.0,0.0
4.79,26.0,44.0,4.62,12.0,0.0
1.38,30.0,11.0,3.01,6.0,0.0
12.87,188.0,54.0,4.75,11.0,0.0
9.48,259.0,29.0,4.39,87.0,0.0
5.92,235.0,53.0,4.42,36.0,1.0
10.49,209.0,42.0,4.64,20.0,0.0
2.97,77.0,21.0,4.83,36.0,0.0
8.44,139.0,20.0,4.79,18.0,0.0
4.45,41.0,19.0,4.33,8.0,0.0
9.95,102.0,45.0,4.87,25.0,0.0
8.85,115.0,23.0,4.77,8.0,0.0
3.11,62.0,11.0,4.72,39.0,0.0
9.25,143.0,45.0,5.06,32.0,0.0
3.48,51.0,16.0,3.41,4.0,0.0
12.34,227.0,86.0,5.21,2.0,0.0
2.24,118.0,11.0,3.8,2.0,0.0
9.51,127.0,86.0,5.12,23.0,0.0
2.47,98.0,13.0,3.36,7.0,0.0
5.59,53.0,17.0,4.62,30.0,0.0
2.53,247.0,11.0,4.62,9.0,1.0
5.41,90.0,39.0,4.55,4.0,1.0
3.27,64.0,18.0,3.26,5.0,0.0
3.69,48.0,20.0,4.62,32.0,0.0
7.63,210.0,20.0,3.93,6.0,1.0
9.6,163.0,83.0,4.61,17.0,0.0
9.72,101.0,72.0,4.69,17.0,0.0
3.1,211.0,19.0,4.88,4.0,1.0
3.16,43.0,18.0,3.43,8.0,0.0
12.34,154.0,29.0,4.64,23.0,0.0
12.33,245.0,111.0,5.34,66.0,0.0
10.51,193.0,51.0,4.63,16.0,0.0
3.25,101.0,14.0,4.11,25.0,0.0
1.72,26.0,12.0,4.09,2.0,0.0
1.12,44.0,11.0,4.16,2.0,0.0
4.45,159.0,34.0,4.91,59.0,1.0
10.45,170.0,96.0,5.31,29.0,0.0
12.13,260.0,82.0,5.08,59.0,0.0
10.11,209.0,18.0,4.8,33.0,0.0
1.18,131.0,11.0,4.26,24.0,0.0
3.65,44.0,30.0,4.45,19.0,0.0
8.73,205.0,77.0,5.02,11.0,0.0
6.3,50.0,41.0,3.92,9.0,0.0
8.29,110.0,80.0,5.05,37.0,0.0
1.1,56.0,10.0,4.42,91.0,0.0
8.68,242.0,44.0,5.07,80.0,0.0
10.09,143.0,73.0,4.84,12.0,0.0
3.63,46.0,16.0,4.69,11.0,0.0
12.65,227.0,81.0,4.75,10.0,0.0
8.56,107.0,71.0,4.61,25.0,0.0
11.12,253.0,71.0,4.62,68.0,0.0
1.6,68.0,14.0,3.45,4.0,0.0
12.15,142.0,38.0,4.82,16.0,0.0
3.87,229.0,31.0,5.0,31.0,1.0
10.17,190.0,44.0,4.99,20.0,0.0
2.01,53.0,13.0,4.46,12.0,0.0
9.56,245.0,63.0,5.22,122.0,0.0
8.2,164.0,43.0,4.52,25.0,0.0
10.67,160.0,47.0,4.79,23.0,0.0
5.74,28.0,48.0,4.83,13.0,0.0
7.79,218.0,49.0,4.28,43.0,0.0
3.49,225.0,19.0,4.65,125.0,1.0
12.15,250.0,80.0,4.97,48.0,0.0
12.22,209.0,73.0,5.13,10.0,0.0
2.95,47.0,28.0,4.85,27.0,1.0
6.72,72.0,47.0,4.79,9.0,0.0
5.3,38.0,34.0,3.84,63.0,0.0
11.19,215.0,74.0,5.06,18.0,0.0
1.78,226.0,13.0,4.69,37.0,1.0
11.76,207.0,91.0,4.95,30.0,0.0
10.03,174.0,96.0,5.16,31.0,0.0
1.64,79.0,14.0,4.75,17.0,0.0
8.06,189.0,14.0,3.61,143.0,0.0
10.07,220.0,96.0,5.1,6.0,0.0
6.56,62.0,12.0,4.62,7.0,0.0
10.5,181.0,104.0,5.03,85.0,0.0
9.14,145.0,27.0,3.76,10.0,0.0
12.2,118.0,94.0,4.83,13.0,1.0
12.85,178.0,102.0,5.26,642.0,0.0
2.04,28.0,20.0,4.43,38.0,0.0
10.93,249.0,91.0,5.06,242.0,0.0
2.85,105.0,21.0,4.77,29.0,0.0
10.38,223.0,70.0,4.9,10.0,0.0
8.58,184.0,85.0,5.19,661.0,0.0
10.47,68.0,97.0,4.71,63.0,1.0
2.5,113.0,24.0,4.33,19.0,0.0
12.69,231.0,127.0,5.48,26.0,0.0
10.01,212.0,11.0,4.74,23.0,0.0
4.06,59.0,25.0,3.82,33.0,0.0
9.67,100.0,11.0,3.4,139.0,0.0
8.84,256.0,14.0,4.6,29.0,0.0
10.81,155.0,29.0,3.93,4.0,0.0
1.56,123.0,12.0,4.12,61.0,0.0
12.98,228.0,29.0,4.97,51.0,0.0
6.27,108.0,44.0,4.97,27.0,1.0
9.7,258.0,27.0,4.84,23.0,0.0
1.65,173.0,16.0,4.47,37.0,1.0
4.4,74.0,39.0,4.88,47.0,0.0
5.74,25.0,30.0,4.77,19.0,0.0
7.97,172.0,64.0,5.08,9.0,0.0
9.58,160.0,52.0,4.85,8.0,0.0
9.33,21.0,26.0,4.25,35.0,1.0
9.51,231.0,28.0,4.74,40.0,0.0
10.42,124.0,37.0,4.86,63.0,0.0
7.59,130.0,27.0,4.94,10.0,0.0
11.13,187.0,83.0,4.87,110.0,0.0
4.4,44.0,43.0,4.83,42.0,0.0
1.16,200.0,11.0,4.21,13.0,1.0
1.16,105.0,10.0,3.48,13.0,0.0
3.04,141.0,25.0,4.93,19.0,1.0
11.75,225.0,70.0,4.92,60.0,0.0
7.02,180.0,11.0,4.61,177.0,1.0
7.63,193.0,58.0,4.62,61.0,0.0
7.35,109.0,25.0,4.78,70.0,0.0
12.49,259.0,95.0,4.9,59.0,0.0
4.1,25.0,19.0,4.21,38.0,0.0
9.52,106.0,22.0,4.33,42.0,0.0
6.37,35.0,35.0,3.75,53.0,1.0
11.36,236.0,108.0,4.88,17.0,0.0
9.22,124.0,69.0,4.98,92.0,0.0
11.12,116.0,32.0,4.78,11.0,0.0
4.74,129.0,30.0,4.15,11.0,1.0
4.1,94.0,25.0,4.47,9.0,0.0
9.61,167.0,67.0,5.05,38.0,0.0
2.68,217.0,22.0,4.8,65.0,1.0
10.69,166.0,84.0,5.03,5.0,0.0
5.02,196.0,16.0,4.17,12.0,1.0
12.01,139.0,100.0,5.27,9.0,0.0
1.76,98.0,13.0,4.39,25.0,0.0
2.41,103.0,17.0,3.86,21.0,0.0
11.17,210.0,76.0,5.05,36.0,0.0
2.37,128.0,15.0,4.3,58.0,1.0
11.04,224.0,78.0,5.21,11.0,0.0
9.92,21.0,47.0,4.77,75.0,0.0
10.29,183.0,80.0,5.26,24.0,0.0
7.83,239.0,29.0,4.94,13.0,0.0
10.26,152.0,21.0,4.57,111.0,0.0
11.64,248.0,102.0,5.33,15.0,0.0
11.6,250.0,86.0,5.11,15.0,0.0
5.41,23.0,41.0,4.81,3.0,0.0
1.91,75.0,13.0,3.24,9.0,0.0
3.74,87.0,18.0,4.49,14.0,0.0
11.26,44.0,25.0,3.98,27.0,1.0
3.76,83.0,27.0,3.7,17.0,0.0
3.24,35.0,15.0,4.73,16.0,0.0
8.08,143.0,17.0,4.19,16.0,0.0
2.35,98.0,13.0,3.55,9.0,0.0
8.16,160.0,35.0,4.33,8.0,0.0
9.97,252.0,42.0,4.23,31.0,0.0
8.95,104.0,29.0,3.99,11.0,0.0
10.08,252.0,62.0,4.89,19.0,0.0
11.8,226.0,101.0,5.27,30.0,0.0
10.57,189.0,100.0,4.91,61.0,0.0
9.24,111.0,16.0,3.71,3.0,0.0
11.77,247.0,98.0,4.83,63.0,0.0
8.81,243.0,30.0,4.96,44.0,0.0
9.98,198.0,36.0,4.65,44.0,0.0
9.81,191.0,74.0,4.98,12.0,0.0
9.31,104.0,12.0,3.62,122.0,0.0
1.32,190.0,10.0,3.58,36.0,1.0
11.76,218.0,29.0,4.26,52.0,0.0
10.9,197.0,50.0,4.28,33.0,0.0
4.26,72.0,10.0,3.57,7.0,0.0
6.72,113.0,15.0,3.93,7.0,1.0
10.2,170.0,24.0,4.3,14.0,0.0
2.36,81.0,23.0,4.49,22.0,0.0
3.75,199.0,22.0,4.83,15.0,1.0
2.16,209.0,19.0,4.57,1.0,1.0
10.51,113.0,58.0,4.93,47.0,0.0
9.46,96.0,92.0,4.83,15.0,0.0
8.54,98.0,76.0,4.66,5.0,0.0
8.19,115.0,80.0,4.96,2.0,0.0
11.07,206.0,24.0,4.54,26.0,0.0
2.93,146.0,17.0,3.92,4.0,1.0
2.56,80.0,16.0,4.12,81.0,0.0
9.67,132.0,59.0,5.11,31.0,0.0
8.65,258.0,65.0,5.18,21.0,0.0
9.97,221.0,51.0,4.95,21.0,0.0
9.21,182.0,11.0,4.64,5.0,0.0
10.03,113.0,19.0,3.92,3.0,0.0
12.52,155.0,12.0,4.77,19.0,0.0
11.66,184.0,11.0,4.11,33.0,0.0
4.44,136.0,21.0,4.16,14.0,1.0
12.08,230.0,83.0,4.72,79.0,0.0
9.65,222.0,62.0,4.79,13.0,0.0
4.17,95.0,14.0,4.79,30.0,1.0
7.02,225.0,18.0,4.43,4.0,1.0
6.56,66.0,14.0,4.71,3.0,0.0
2.47,98.0,18.0,4.47,10.0,0.0
11.37,27.0,73.0,4.52,43.0,1.0
8.89,179.0,64.0,4.97,38.0,0.0
12.71,232.0,85.0,4.98,15.0,0.0
12.57,104.0,57.0,4.26,12.0,1.0
9.48,90.0,76.0,4.6,65.0,1.0
10.41,244.0,92.0,5.2,114.0,0.0
1.13,92.0,10.0,4.27,25.0,0.0
12.54,192.0,82.0,4.67,32.0,0.0
11.18,209.0,107.0,5.21,15.0,0.0
10.38,22.0,26.0,3.35,50.0,1.0
9.55,138.0,41.0,5.04,40.0,0.0
11.16,214.0,105.0,5.38,59.0,0.0
11.63,161.0,28.0,4.54,183.0,0.0
2.6,168.0,25.0,4.67,37.0,1.0
11.66,152.0,56.0,4.61,5.0,0.0
2.78,179.0,15.0,3.56,10.0,1.0
9.55,21.0,53.0,4.86,31.0,1.0
12.4,184.0,72.0,5.0,106.0,0.0
3.22,97.0,21.0,3.72,263.0,0.0
1.2,114.0,12.0,4.34,16.0,0.0
10.11,64.0,40.0,4.46,1.0,1.0
11.11,138.0,58.0,4.61,5.0,0.0
9.92,24.0,59.0,4.91,3.0,1.0
1.04,56.0,10.0,3.03,24.0,1.0
12.07,218.0,11.0,4.36,21.0,0.0
7.96,203.0,50.0,4.9,47.0,0.0
11.68,190.0,102.0,5.25,4.0,0.0
5.76,245.0,28.0,4.62,6.0,1.0
9.96,115.0,39.0,4.88,22.0,0.0
9.49,239.0,71.0,5.21,13.0,0.0
6.75,48.0,51.0,5.0,16.0,0.0
3.35,61.0,21.0,4.62,27.0,0.0
9.83,103.0,82.0,5.2,666.0,0.0
3.25,38.0,14.0,4.25,18.0,0.0
4.52,118.0,40.0,4.96,88.0,1.0
8.06,140.0,11.0,4.29,23.0,0.0
6.19,46.0,51.0,4.18,39.0,0.0
7.04,47.0,11.0,4.6,29.0,1.0
11.17,234.0,104.0,5.09,6.0,0.0
6.06,20.0,21.0,3.37,2.0,0.0
2.04,82.0,17.0,3.63,24.0,0.0
6.47,186.0,51.0,4.98,7.0,1.0
9.02,214.0,32.0,4.85,4.0,0.0
9.25,224.0,70.0,4.97,8.0,0.0
5.24,35.0,46.0,4.98,15.0,0.0
10.78,57.0,79.0,5.18,48.0,1.0
2.54,27.0,23.0,4.34,33.0,0.0
5.66,30.0,45.0,4.91,9.0,0.0
10.91,142.0,22.0,4.46,23.0,0.0
12.95,200.0,103.0,5.27,13.0,0.0
2.56,142.0,12.0,4.78,19.0,1.0
6.55,214.0,22.0,4.7,93.0,1.0
6.73,44.0,64.0,4.99,26.0,0.0
2.58,21.0,15.0,4.1,62.0,0.0
6.95,211.0,55.0,4.68,38.0,1.0
10.91,211.0,83.0,5.17,2.0,0.0
10.63,165.0,100.0,5.28,15.0,0.0
10.68,192.0,104.0,5.38,13.0,0.0
6.69,56.0,12.0,4.14,25.0,0.0
8.89,148.0,55.0,5.04,12.0,0.0
5.14,42.0,44.0,4.36,23.0,0.0
11.19,175.0,31.0,4.53,67.0,0.0
7.57,100.0,26.0,3.81,143.0,0.0
11.97,155.0,23.0,4.41,4.0,0.0
9.35,176.0,24.0,4.94,17.0,0.0
6.62,53.0,25.0,4.23,49.0,0.0
8.66,70.0,44.0,4.83,14.0,1.0
10.85,223.0,54.0,4.41,19.0,0.0
3.97,50.0,21.0,3.76,190.0,0.0
3.87,97.0,26.0,4.71,30.0,0.0
10.01,88.0,43.0,4.22,14.0,1.0
1.83,129.0,15.0,4.14,5.0,1.0
1.34,39.0,12.0,2.78,3.0,0.0
3.29,73.0,17.0,3.68,43.0,0.0
4.51,89.0,39.0,4.66,90.0,0.0
1.25,122.0,12.0,4.41,21.0,0.0
11.25,176.0,53.0,4.81,23.0,0.0
9.65,159.0,43.0,4.27,24.0,0.0
1.2,75.0,12.0,4.49,80.0,0.0
4.43,42.0,18.0,4.12,6.0,0.0
12.02,217.0,42.0,5.01,36.0,1.0
9.64,234.0,71.0,5.06,17.0,0.0
8.53,116.0,13.0,3.67,6.0,0.0
6.38,87.0,50.0,5.02,24.0,1.0
2.71,123.0,12.0,3.65,66.0,0.0
5.12,38.0,47.0,4.1,78.0,0.0
6.23,68.0,40.0,4.88,426.0,0.0
1.05,98.0,10.0,4.61,145.0,0.0
3.89,93.0,24.0,3.62,13.0,1.0
12.77,99.0,10.0,4.73,5.0,1.0
3.28,61.0,27.0,4.67,18.0,0.0
8.15,186.0,15.0,4.38,18.0,0.0
12.91,158.0,57.0,4.34,159.0,0.0
11.49,131.0,113.0,5.22,125.0,0.0
8.27,223.0,46.0,4.67,22.0,0.0
7.71,98.0,61.0,5.01,7.0,0.0
9.6,249.0,74.0,5.05,11.0,0.0
8.32,97.0,61.0,5.0,23.0,0.0
9.11,142.0,46.0,5.06,19.0,0.0
4.52,27.0,24.0,4.22,164.0,0.0
11.31,175.0,38.0,4.71,146.0,0.0
2.87,25.0,13.0,4.7,40.0,0.0
3.88,81.0,13.0,3.77,38.0,0.0
8.84,121.0,15.0,4.55,17.0,0.0
4.91,43.0,16.0,4.78,16.0,0.0
4.47,75.0,22.0,4.78,27.0,0.0
10.29,38.0,60.0,4.17,4.0,1.0
1.26,166.0,11.0,4.24,56.0,1.0
1.96,22.0,18.0,4.45,6.0,0.0
3.03,88.0,27.0,4.76,25.0,0.0
9.62,251.0,13.0,4.08,30.0,0.0
4.11,83.0,39.0,4.7,13.0,0.0
8.54,219.0,63.0,4.98,21.0,0.0
4.92,214.0,22.0,4.88,16.0,1.0
9.5,237.0,11.0,4.72,37.0,0.0
11.6,252.0,11.0,4.84,12.0,0.0
11.66,130.0,115.0,4.97,7.0,0.0
7.76,218.0,23.0,4.17,4.0,0.0
11.35,130.0,28.0,3.77,5.0,0.0
3.64,112.0,31.0,4.16,21.0,1.0
2.17,77.0,12.0,3.33,86.0,0.0
11.08,220.0,103.0,4.87,87.0,0.0
7.85,149.0,69.0,5.12,37.0,0.0
10.94,182.0,105.0,5.2,19.0,0.0
9.47,206.0,58.0,4.95,21.0,0.0
2.63,67.0,13.0,3.77,17.0,0.0
12.81,199.0,62.0,4.57,15.0,0.0
8.6,124.0,52.0,4.87,16.0,0.0
2.53,65.0,25.0,3.57,4.0,0.0
12.49,182.0,89.0,4.83,12.0,1.0
7.17,93.0,60.0,4.35,48.0,0.0
11.41,247.0,32.0,4.38,12.0,0.0
2.69,153.0,26.0,4.11,58.0,1.0
1.03,199.0,10.0,4.73,18.0,1.0
2.22,37.0,17.0,3.46,26.0,0.0
5.58,41.0,35.0,4.76,70.0,0.0
8.39,112.0,26.0,4.51,10.0,0.0
12.83,258.0,58.0,5.19,10.0,0.0
4.19,87.0,36.0,4.96,43.0,0.0
